account_id,owner_client_id,owner_disp_id,num_acct_users,owner_birth_date,statement_freq,card_type,card_issue_date,acct_start_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
1382,1673,1673,1,1972-07-09,POPLATEK MESICNE,,,1993-08-03,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
1383,1674,1674,1,1920-10-27,POPLATEK MESICNE,,,1996-04-15,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
1384,1675,1675,1,1940-02-15,POPLATEK TYDNE,,,1996-03-28,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
1385,1676,1676,2,1953-02-03,POPLATEK MESICNE,,,1997-05-08,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
1387,1679,1679,1,1942-04-17,POPLATEK MESICNE,,,1997-01-01,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
1388,1680,1680,1,1975-03-28,POPLATEK MESICNE,classic,1996-06-28,1994-05-02,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
1389,1681,1681,1,1940-11-25,POPLATEK MESICNE,,,1997-08-05,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190
1390,1682,1682,1,1956-09-07,POPLATEK MESICNE,,,1996-12-30,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
1391,1683,1683,2,1951-12-24,POPLATEK MESICNE,,,1996-12-21,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
1392,1685,1685,1,1944-04-21,POPLATEK MESICNE,,,1993-04-28,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
1393,1686,1686,2,1947-11-08,POPLATEK MESICNE,,,1996-11-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1394,1688,1688,1,1923-08-10,POPLATEK MESICNE,,,1994-12-27,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
1395,1689,1689,1,1936-12-04,POPLATEK MESICNE,,,1995-11-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1396,1690,1690,1,1947-08-17,POPLATEK MESICNE,classic,1997-03-04,1996-06-26,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
1397,1691,1691,1,1978-02-08,POPLATEK MESICNE,junior,1996-03-09,1993-03-22,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
1398,1692,1692,1,1972-02-07,POPLATEK MESICNE,,,1994-08-18,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
1399,1693,1693,2,1980-07-06,POPLATEK MESICNE,,,1996-05-20,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
1401,1696,1696,1,1923-03-21,POPLATEK MESICNE,,,1993-08-12,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1402,1697,1697,2,1964-01-10,POPLATEK MESICNE,,,1993-03-26,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
1403,1699,1699,1,1955-03-11,POPLATEK MESICNE,,,1995-11-02,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
1404,1700,1700,2,1949-03-09,POPLATEK TYDNE,,,1993-09-22,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
1405,1702,1702,1,1973-04-07,POPLATEK MESICNE,,,1996-06-04,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903
1406,1703,1703,2,1918-01-11,POPLATEK MESICNE,,,1994-03-04,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
1407,1705,1705,2,1946-07-01,POPLATEK PO OBRATU,,,1997-04-11,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
1408,1707,1707,1,1951-02-18,POPLATEK MESICNE,gold,1997-12-11,1996-09-07,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
1410,1709,1709,1,1952-12-13,POPLATEK MESICNE,,,1993-09-11,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
1411,1710,1710,1,1944-02-11,POPLATEK MESICNE,,,1993-07-09,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1412,1711,1711,2,1962-06-14,POPLATEK MESICNE,,,1993-05-18,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
1413,1713,1713,1,1935-04-21,POPLATEK MESICNE,,,1995-06-07,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
1414,1714,1714,1,1945-05-22,POPLATEK MESICNE,,,1995-01-17,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471
1416,1717,1717,1,1979-03-07,POPLATEK TYDNE,,,1993-07-12,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
1417,1718,1718,1,1938-07-27,POPLATEK MESICNE,gold,1998-03-22,1994-12-20,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505
1418,1719,1719,1,1970-08-09,POPLATEK MESICNE,,,1997-02-09,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
1419,1720,1720,2,1934-02-24,POPLATEK MESICNE,,,1993-12-22,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
1420,1722,1722,1,1933-10-01,POPLATEK MESICNE,,,1995-06-08,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
1421,1723,1723,1,1981-02-28,POPLATEK MESICNE,,,1994-10-05,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
1422,1724,1724,1,1934-10-21,POPLATEK MESICNE,,,1993-04-09,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887
1423,1725,1725,2,1959-01-18,POPLATEK MESICNE,,,1995-09-08,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
1424,1727,1727,2,1951-01-21,POPLATEK MESICNE,,,1997-05-20,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
1425,1729,1729,1,1947-05-16,POPLATEK MESICNE,,,1993-07-06,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807
1426,1730,1730,1,1932-12-15,POPLATEK MESICNE,,,1995-10-27,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872
1427,1731,1731,1,1968-11-30,POPLATEK MESICNE,,,1995-10-08,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181
1429,1733,1733,1,1974-07-20,POPLATEK MESICNE,,,1993-07-30,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
1430,1734,1734,2,1975-11-10,POPLATEK MESICNE,,,1997-02-13,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261
1431,1736,1736,1,1979-04-17,POPLATEK MESICNE,junior,1997-06-17,1996-06-11,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
1432,1737,1737,2,1955-07-30,POPLATEK MESICNE,,,1997-07-19,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127
1434,1741,1741,1,1932-07-02,POPLATEK MESICNE,,,1997-08-08,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
1435,1742,1742,1,1954-06-06,POPLATEK MESICNE,,,1996-12-01,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1436,1743,1743,1,1959-07-27,POPLATEK MESICNE,,,1994-12-07,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813
1437,1744,1744,1,1969-12-28,POPLATEK MESICNE,,,1995-01-13,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
1438,1745,1745,1,1959-10-18,POPLATEK TYDNE,,,1997-09-18,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
1439,1746,1746,2,1959-09-10,POPLATEK MESICNE,,,1996-01-27,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
1440,1748,1748,1,1976-12-31,POPLATEK MESICNE,,,1993-09-22,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894
1441,1749,1749,1,1928-11-17,POPLATEK MESICNE,,,1994-10-25,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
1442,1750,1750,1,1964-12-31,POPLATEK MESICNE,,,1993-05-23,23,Cheb,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.7,2.66,102,2879.0,3198
1443,1751,1751,1,1959-01-24,POPLATEK MESICNE,,,1997-09-27,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1444,1752,1752,1,1978-11-23,POPLATEK MESICNE,,,1996-06-16,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
1445,1753,1753,1,1979-02-26,POPLATEK MESICNE,,,1996-03-16,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.4,4.48,115,1879.0,2252
1446,1754,1754,1,1979-05-29,POPLATEK MESICNE,junior,1996-10-28,1995-01-18,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
1447,1755,1755,1,1965-08-18,POPLATEK MESICNE,,,1997-02-20,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718
1448,1756,1756,2,1936-07-08,POPLATEK MESICNE,,,1995-10-07,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1449,1758,1758,1,1947-11-13,POPLATEK MESICNE,classic,1997-11-07,1993-08-26,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
1450,1759,1759,1,1923-01-16,POPLATEK MESICNE,classic,1998-01-21,1996-04-07,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
1451,1760,1760,1,1923-03-07,POPLATEK MESICNE,,,1993-06-24,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265
1452,1761,1761,1,1948-04-23,POPLATEK MESICNE,,,1995-09-16,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122
1453,1762,1762,1,1956-12-30,POPLATEK TYDNE,classic,1997-05-20,1993-09-25,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
1454,1763,1763,1,1967-12-07,POPLATEK MESICNE,,,1997-07-25,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
1455,1764,1764,1,1971-07-09,POPLATEK MESICNE,,,1996-01-03,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
1456,1765,1765,1,1975-08-03,POPLATEK MESICNE,classic,1998-03-07,1996-04-12,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
1458,1768,1768,1,1951-04-27,POPLATEK MESICNE,,,1994-01-03,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888
1459,1769,1769,2,1949-08-05,POPLATEK MESICNE,,,1997-03-26,12,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868
1460,1771,1771,1,1927-10-20,POPLATEK MESICNE,,,1996-11-29,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1461,1772,1772,1,1979-09-21,POPLATEK MESICNE,,,1996-04-07,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
1463,1774,1774,1,1971-10-05,POPLATEK MESICNE,,,1996-09-25,32,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340.0,4505
1464,1775,1775,1,1943-12-08,POPLATEK MESICNE,,,1996-10-21,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.3,3.74,90,4355.0,4433
1465,1776,1776,1,1954-10-24,POPLATEK MESICNE,,,1995-06-08,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
1466,1777,1777,2,1963-01-08,POPLATEK TYDNE,gold,1998-07-12,1997-03-26,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
1467,1779,1779,1,1935-11-26,POPLATEK MESICNE,classic,1996-08-15,1994-04-27,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.4,5.39,123,4147.0,4166
1468,1780,1780,1,1954-12-09,POPLATEK MESICNE,,,1993-10-11,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1469,1781,1781,1,1924-08-16,POPLATEK MESICNE,,,1995-12-15,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
1470,1782,1782,1,1948-12-24,POPLATEK MESICNE,,,1994-02-10,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099
1471,1783,1783,1,1946-10-05,POPLATEK MESICNE,,,1996-07-21,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1472,1784,1784,1,1980-11-02,POPLATEK MESICNE,,,1995-07-20,2,Benesov,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674
1473,1785,1785,1,1975-11-25,POPLATEK MESICNE,,,1996-04-16,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743
1474,1786,1786,2,1934-06-25,POPLATEK MESICNE,,,1996-09-14,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
1475,1788,1788,1,1950-03-23,POPLATEK TYDNE,,,1993-06-14,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1476,1789,1789,1,1933-08-07,POPLATEK MESICNE,,,1993-04-26,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059
1477,1790,1790,1,1953-05-28,POPLATEK MESICNE,,,1993-02-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1478,1791,1791,1,1966-05-12,POPLATEK MESICNE,classic,1997-09-21,1996-10-30,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
1479,1792,1792,1,1975-09-01,POPLATEK MESICNE,,,1995-04-04,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1480,1793,1793,1,1945-03-17,POPLATEK TYDNE,classic,1997-06-22,1996-07-03,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
1481,1794,1794,1,1940-03-30,POPLATEK MESICNE,,,1993-01-17,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879
1482,1795,1795,1,1960-02-28,POPLATEK MESICNE,classic,1997-12-22,1996-12-08,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822
1483,1796,1796,2,1938-11-23,POPLATEK MESICNE,,,1996-01-09,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316
1484,1798,1798,1,1933-07-08,POPLATEK MESICNE,,,1996-09-23,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
1485,1799,1799,1,1959-06-26,POPLATEK MESICNE,gold,1997-12-13,1993-10-03,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
1486,1800,1800,1,1943-09-28,POPLATEK MESICNE,classic,1998-02-25,1996-01-15,63,Vyskov,south Moravia,86513,38,36,5,1,5,50.5,8288,3.7,4.52,110,1562.0,1460
1487,1801,1801,2,1970-01-01,POPLATEK MESICNE,,,1993-09-10,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103
1488,1803,1803,1,1946-05-12,POPLATEK MESICNE,,,1997-04-29,25,Klatovy,west Bohemia,88757,60,33,3,2,10,61.7,8554,2.4,2.68,113,1822.0,2218
1490,1806,1806,1,1952-01-03,POPLATEK MESICNE,,,1996-07-25,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
1491,1807,1807,2,1935-06-30,POPLATEK MESICNE,classic,1998-05-07,1997-06-11,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
1492,1809,1809,1,1931-05-12,POPLATEK MESICNE,,,1996-10-17,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273
1493,1810,1810,1,1919-06-30,POPLATEK MESICNE,,,1993-01-09,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
1494,1811,1811,1,1939-03-29,POPLATEK MESICNE,gold,1998-09-10,1997-10-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1495,1812,1812,2,1947-05-17,POPLATEK MESICNE,gold,1996-04-21,1993-11-01,36,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.3,4.28,131,5796.0,6132
1496,1814,1814,1,1940-03-12,POPLATEK MESICNE,,,1995-02-05,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
1497,1815,1815,1,1977-02-24,POPLATEK MESICNE,,,1993-07-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1498,1816,1816,1,1951-07-24,POPLATEK TYDNE,,,1997-02-07,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906
1499,1817,1817,2,1953-12-06,POPLATEK MESICNE,,,1993-11-28,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410
1500,1819,1819,1,1979-04-20,POPLATEK MESICNE,junior,1997-06-28,1996-10-01,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891
1501,1820,1820,1,1928-11-20,POPLATEK MESICNE,,,1996-08-11,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
1502,1821,1821,1,1941-04-24,POPLATEK MESICNE,,,1996-10-02,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1503,1822,1822,1,1922-09-13,POPLATEK MESICNE,,,1996-04-10,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595
1504,1823,1823,1,1978-08-07,POPLATEK MESICNE,,,1996-08-26,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1505,1824,1824,1,1960-08-03,POPLATEK MESICNE,,,1993-04-23,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
1506,1825,1825,1,1974-04-24,POPLATEK MESICNE,,,1997-10-13,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
1507,1826,1826,2,1937-09-12,POPLATEK MESICNE,classic,1998-10-10,1993-08-03,35,Jablonec n. Nisou,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.0,1.21,130,3384.0,3620
1508,1828,1828,1,1962-11-14,POPLATEK MESICNE,,,1996-01-22,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358
1509,1829,1829,1,1942-08-16,POPLATEK MESICNE,,,1994-05-19,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
1510,1830,1830,1,1952-02-03,POPLATEK MESICNE,,,1996-03-11,33,Decin,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.7,7.61,116,4650.0,4859
1511,1831,1831,1,1976-10-09,POPLATEK PO OBRATU,junior,1996-04-08,1994-03-13,51,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.5,2.97,131,3496.0,3839
1512,1832,1832,1,1966-07-31,POPLATEK MESICNE,,,1994-01-08,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1513,1833,1833,1,1966-11-15,POPLATEK MESICNE,classic,1998-03-24,1993-08-23,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804
1514,1834,1834,2,1927-02-19,POPLATEK MESICNE,,,1997-07-01,7,Melnik,central Bohemia,94725,38,28,1,3,6,63.4,9920,2.2,2.87,130,4289.0,4846
1515,1836,1836,1,1944-03-07,POPLATEK MESICNE,classic,1998-09-29,1993-06-11,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529
1516,1837,1837,2,1957-01-13,POPLATEK MESICNE,,,1993-10-08,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
1517,1839,1839,2,1936-12-18,POPLATEK MESICNE,,,1996-08-24,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040
1518,1841,1841,1,1953-03-23,POPLATEK MESICNE,,,1993-04-21,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079
1519,1842,1842,1,1943-09-13,POPLATEK MESICNE,gold,1997-01-18,1995-06-14,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487
1520,1843,1843,1,1939-01-25,POPLATEK MESICNE,,,1995-08-08,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
1521,1844,1844,2,1922-02-03,POPLATEK MESICNE,,,1996-04-04,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347
1522,1846,1846,1,1980-12-12,POPLATEK MESICNE,,,1997-08-02,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717
1523,1847,1847,1,1979-01-30,POPLATEK PO OBRATU,,,1997-11-24,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
1524,1848,1848,1,1924-07-02,POPLATEK MESICNE,,,1997-02-20,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120
1525,1849,1849,1,1922-09-24,POPLATEK MESICNE,,,1996-09-05,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651
1526,1850,1850,1,1942-07-05,POPLATEK MESICNE,classic,1997-02-17,1995-01-22,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799
1527,1851,1851,1,1975-09-12,POPLATEK PO OBRATU,,,1993-11-17,31,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452
1528,1852,1852,1,1962-09-05,POPLATEK MESICNE,,,1996-06-08,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134
1529,1853,1853,1,1965-08-18,POPLATEK MESICNE,,,1996-04-28,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1530,1854,1854,1,1932-05-27,POPLATEK MESICNE,,,1995-05-27,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108
1532,1856,1856,2,1968-08-22,POPLATEK MESICNE,,,1996-09-19,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1534,1860,1860,1,1964-10-31,POPLATEK MESICNE,,,1993-05-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
1535,1861,1861,1,1957-07-15,POPLATEK MESICNE,classic,1996-12-04,1993-03-20,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618
1536,1862,1862,1,1977-10-09,POPLATEK TYDNE,,,1993-01-22,41,Usti nad Labem,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471
1537,1863,1863,1,1952-02-16,POPLATEK MESICNE,,,1997-06-06,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696
1538,1864,1864,2,1948-03-14,POPLATEK MESICNE,classic,1998-10-26,1996-09-20,22,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117
1539,1866,1866,1,1942-06-11,POPLATEK PO OBRATU,,,1993-01-03,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107
